pt_graph met
7090 14
7090 15
7091 14
7091 15
7162 14
7162 15
7163 14
7163 15
7235 14
7235 15
7237 14
7237 15
7310 14
7310 15
7312 14
7312 15
9002 14
9002 15
9003 14
9003 15
9120 14
9120 15
9121 14
9121 15
9122 14
9122 15
9493 14
9493 15
9615 14
9615 15
9620 14
9620 15
9621 14
9621 15
9740 14
9740 15
9741 14
9741 15
9742 14
9742 15
11020 14
11020 15
11314 14
11314 15
11569 14
11569 15
11572 14
11572 15
11631 14
11631 15
11727 14
11727 15
11733 14
11733 15
11734 14
11734 15
11735 14
11735 15
11898 14
11898 15
11899 14
11899 15
11900 14
11900 15
12069 14
12069 15
12412 14
12412 15
12415 14
12415 15
14388 14
14388 15
17856 14
17856 15
18033 14
18033 15
18207 14
18207 15
18208 14
18208 15
18383 14
18383 15
18739 14
18739 15
18916 14
18916 15
18917 14
18917 15
19090 14
19090 15
19436 14
19436 15
19595 14
19595 15
19754 14
19754 15
19755 14
19755 15
20036 14
20036 15
20037 14
20037 15
20038 14
20038 15
20039 14
20039 15
20040 14
20040 15
20041 14
20041 15
20172 14
20172 15
20173 14
20173 15
28292 14
28292 15
